Country,Product,Units Sold,Revenue,Cost,Profit,Date
Philippines, Fortune Cookie ,1545,1545,309,1236,6/1/2020
Philippines, Fortune Cookie ,2146,2146,429,1717,9/1/2020
Philippines, Fortune Cookie ,1958,1958,392,1566,2/1/2020
Philippines, Fortune Cookie ,1706,1706,341,1365,12/1/2020
Philippines, Fortune Cookie ,1859,1859,372,1487,8/1/2020
Philippines, Fortune Cookie ,2021,2021,404,1617,10/1/2020
Philippines, Fortune Cookie ,2342,2342,468,1874,11/1/2020
Philippines, Fortune Cookie ,1460,1460,292,1168,5/1/2020
Philippines, Fortune Cookie ,645,645,129,516,7/1/2020
Philippines, Fortune Cookie ,711,711,142,569,12/1/2020
Philippines, Fortune Cookie ,766,766,153,613,1/1/2020
Philippines, Fortune Cookie ,1199,1199,240,959,4/1/2020
Philippines, Oatmeal Raisin ,4220,21100,9284,11816,4/1/2020
Philippines, Oatmeal Raisin ,1686,8430,3709,4721,7/1/2020
Philippines, Oatmeal Raisin ,259,1295,570,725,3/1/2020
Philippines, Oatmeal Raisin ,2276,11380,5007,6373,5/1/2020
Philippines, Oatmeal Raisin ,1907,9535,4195,5340,9/1/2020
Philippines, Oatmeal Raisin ,1350,6750,2970,3780,2/1/2020
Philippines, Oatmeal Raisin ,1250,6250,2750,3500,12/1/2020
Philippines, Oatmeal Raisin ,1366,6830,3005,3825,6/1/2020
Philippines, Oatmeal Raisin ,1520,7600,3344,4256,11/1/2020
Philippines, Oatmeal Raisin ,711,3555,1564,1991,12/1/2020
Philippines, Oatmeal Raisin ,2574,12870,5663,7207,8/1/2020
Philippines, Oatmeal Raisin ,472,2360,1038,1322,10/1/2020
Philippines, Oatmeal Raisin ,3165,15825,6963,8862,1/1/2020
Philippines, Snickerdoodle ,1321,5284,1982,3303,1/1/2020
Philippines, Snickerdoodle ,888,3552,1332,2220,6/1/2020
Philippines, Snickerdoodle ,1513,6052,2270,3783,12/1/2020
Philippines, Snickerdoodle ,2580,10320,3870,6450,4/1/2020
Philippines, Snickerdoodle ,689,2756,1034,1723,6/1/2020
Philippines, Snickerdoodle ,2021,8084,3032,5053,10/1/2020
Philippines, Snickerdoodle ,1116,4464,1674,2790,2/1/2020
Philippines, Snickerdoodle ,663,2652,995,1658,5/1/2020
Philippines, Snickerdoodle ,1580,6320,2370,3950,9/1/2020
Philippines, Snickerdoodle ,792,3168,1188,1980,3/1/2020
Philippines, Snickerdoodle ,2811,11244,4217,7028,7/1/2020
Philippines, Snickerdoodle ,280,1120,420,700,12/1/2020
Philippines, Snickerdoodle ,1513,6052,2270,3783,11/1/2020
Philippines, Snickerdoodle ,2767,11068,4151,6918,8/1/2020
Philippines, Snickerdoodle ,1085,4340,1628,2713,10/1/2020
Philippines, Sugar ,2838,8514,3548,4967,4/1/2020
Philippines, Sugar ,888,2664,1110,1554,6/1/2020
Philippines, Sugar ,263,789,329,460,3/1/2020
Philippines, Sugar ,986,2958,1233,1726,9/1/2020
Philippines, Sugar ,2877,8631,3596,5035,10/1/2020
Philippines, Sugar ,1570,4710,1963,2748,6/1/2020
Philippines, Sugar ,2479,7437,3099,4338,1/1/2020
Philippines, Sugar ,2338,7014,2923,4092,6/1/2020
Philippines, Sugar ,422,1266,528,739,8/1/2020
Philippines, Sugar ,2659,7977,3324,4653,2/1/2020
Philippines, Sugar ,880,2640,1100,1540,5/1/2020
Philippines, Sugar ,360,1080,450,630,10/1/2020
Philippines, Sugar ,1531,4593,1914,2679,12/1/2020
Philippines, Sugar ,280,840,350,490,12/1/2020
Philippines, Sugar ,492,1476,615,861,7/1/2020
Philippines, Sugar ,1175,3525,1469,2056,10/1/2020
Philippines, Sugar ,552,1656,690,966,11/1/2020
Philippines, White Chocolate Macadamia Nut ,2161,12966,5943,7023,3/1/2020
Philippines, White Chocolate Macadamia Nut ,1006,6036,2767,3270,6/1/2020
Philippines, White Chocolate Macadamia Nut ,1545,9270,4249,5021,6/1/2020
Philippines, White Chocolate Macadamia Nut ,2877,17262,7912,9350,10/1/2020
Philippines, White Chocolate Macadamia Nut ,807,4842,2219,2623,2/1/2020
Philippines, White Chocolate Macadamia Nut ,1250,7500,3438,4063,12/1/2020
Philippines, White Chocolate Macadamia Nut ,1530,9180,4208,4973,5/1/2020
Philippines, White Chocolate Macadamia Nut ,1001,6006,2753,3253,8/1/2020
Philippines, White Chocolate Macadamia Nut ,2087,12522,5739,6783,9/1/2020
Philippines, White Chocolate Macadamia Nut ,2338,14028,6430,7599,6/1/2020
Philippines, White Chocolate Macadamia Nut ,1307,7842,3594,4248,7/1/2020
Philippines, White Chocolate Macadamia Nut ,681,4086,1873,2213,1/1/2020
Philippines, White Chocolate Macadamia Nut ,510,3060,1403,1658,4/1/2020
Philippines, White Chocolate Macadamia Nut ,241,1446,663,783,10/1/2020
Philippines, White Chocolate Macadamia Nut ,2665,15990,7329,8661,11/1/2020
Philippines, White Chocolate Macadamia Nut ,472,2832,1298,1534,10/1/2020
Philippines, White Chocolate Macadamia Nut ,1013,6078,2786,3292,12/1/2020
Malaysia, Chocolate Chip ,974,4870,1948,2922,2/1/2020
Malaysia, Chocolate Chip ,883,4415,1766,2649,8/1/2020
Malaysia, Chocolate Chip ,2472,12360,4944,7416,9/1/2020
Malaysia, Chocolate Chip ,1823,9115,3646,5469,7/1/2020
Malaysia, Chocolate Chip ,662,3310,1324,1986,6/1/2020
Malaysia, Chocolate Chip ,1084,5420,2168,3252,12/1/2020
Malaysia, Chocolate Chip ,2031,10155,4062,6093,10/1/2020
Malaysia, Chocolate Chip ,1138,5690,2276,3414,12/1/2020
Malaysia, Chocolate Chip ,2689,13445,5378,8067,10/1/2020
Malaysia, Chocolate Chip ,1607,8035,3214,4821,4/1/2020
Malaysia, Chocolate Chip ,1114,5570,2228,3342,3/1/2020
Malaysia, Chocolate Chip ,2460,12300,4920,7380,6/1/2020
Malaysia, Chocolate Chip ,2993,14965,5986,8979,9/1/2020
Malaysia, Chocolate Chip ,1362,6810,2724,4086,12/1/2020
Malaysia, Chocolate Chip ,2565,12825,5130,7695,1/1/2020
Malaysia, Chocolate Chip ,2417,12085,4834,7251,1/1/2020
Malaysia, Chocolate Chip ,1038,5190,2076,3114,6/1/2020
Malaysia, Chocolate Chip ,591,2955,1182,1773,5/1/2020
Malaysia, Chocolate Chip ,1122,5610,2244,3366,3/1/2020
Malaysia, Chocolate Chip ,1984,9920,3968,5952,8/1/2020
Malaysia, Chocolate Chip ,886,4430,1772,2658,6/1/2020
Malaysia, Chocolate Chip ,2156,10780,4312,6468,10/1/2020
Malaysia, Chocolate Chip ,905,4525,1810,2715,10/1/2020
Malaysia, Chocolate Chip ,2150,10750,4300,6450,11/1/2020
Malaysia, Chocolate Chip ,1197,5985,2394,3591,11/1/2020
Malaysia, Chocolate Chip ,1233,6165,2466,3699,12/1/2020
Malaysia, Chocolate Chip ,571,2855,1142,1713,7/1/2020
Malaysia, Chocolate Chip ,260,1300,520,780,2/1/2020
Malaysia, Chocolate Chip ,2535,12675,5070,7605,4/1/2020
Malaysia, Chocolate Chip ,2851,14255,5702,8553,5/1/2020
Malaysia, Fortune Cookie ,2470,2470,494,1976,6/1/2020
Malaysia, Fortune Cookie ,958,958,192,766,8/1/2020
Malaysia, Fortune Cookie ,2214,2214,443,1771,3/1/2020
Malaysia, Fortune Cookie ,690,690,138,552,11/1/2020
Malaysia, Fortune Cookie ,2031,2031,406,1625,10/1/2020
Malaysia, Fortune Cookie ,1138,1138,228,910,12/1/2020
Malaysia, Fortune Cookie ,980,980,196,784,4/1/2020
Malaysia, Fortune Cookie ,2340,2340,468,1872,1/1/2020
Malaysia, Fortune Cookie ,2157,2157,431,1726,12/1/2020
Malaysia, Fortune Cookie ,2420,2420,484,1936,9/1/2020
Malaysia, Fortune Cookie ,2661,2661,532,2129,5/1/2020
Malaysia, Fortune Cookie ,604,604,121,483,6/1/2020
Malaysia, Fortune Cookie ,2255,2255,451,1804,7/1/2020
Malaysia, Fortune Cookie ,546,546,109,437,10/1/2020
Malaysia, Fortune Cookie ,1368,1368,274,1094,2/1/2020
Malaysia, Oatmeal Raisin ,1101,5505,2422,3083,3/1/2020
Malaysia, Oatmeal Raisin ,1865,9325,4103,5222,2/1/2020
Malaysia, Oatmeal Raisin ,1074,5370,2363,3007,4/1/2020
Malaysia, Oatmeal Raisin ,1683,8415,3703,4712,7/1/2020
Malaysia, Oatmeal Raisin ,1123,5615,2471,3144,8/1/2020
Malaysia, Oatmeal Raisin ,1679,8395,3694,4701,9/1/2020
Malaysia, Oatmeal Raisin ,2460,12300,5412,6888,6/1/2020
Malaysia, Oatmeal Raisin ,635,3175,1397,1778,12/1/2020
Malaysia, Oatmeal Raisin ,1694,8470,3727,4743,11/1/2020
Malaysia, Oatmeal Raisin ,1038,5190,2284,2906,6/1/2020
Malaysia, Oatmeal Raisin ,2039,10195,4486,5709,5/1/2020
Malaysia, Oatmeal Raisin ,2629,13145,5784,7361,1/1/2020
Malaysia, Oatmeal Raisin ,2157,10785,4745,6040,12/1/2020
Malaysia, Oatmeal Raisin ,410,2050,902,1148,10/1/2020
Malaysia, Oatmeal Raisin ,546,2730,1201,1529,10/1/2020
Malaysia, Snickerdoodle ,2470,9880,3705,6175,6/1/2020
Malaysia, Snickerdoodle ,1210,4840,1815,3025,3/1/2020
Malaysia, Snickerdoodle ,1397,5588,2096,3493,10/1/2020
Malaysia, Snickerdoodle ,2791,11164,4187,6978,11/1/2020
Malaysia, Snickerdoodle ,562,2248,843,1405,9/1/2020
Malaysia, Snickerdoodle ,727,2908,1091,1818,2/1/2020
Malaysia, Snickerdoodle ,1540,6160,2310,3850,8/1/2020
Malaysia, Snickerdoodle ,1362,5448,2043,3405,12/1/2020
Malaysia, Snickerdoodle ,521,2084,782,1303,12/1/2020
Malaysia, Snickerdoodle ,886,3544,1329,2215,6/1/2020
Malaysia, Snickerdoodle ,2156,8624,3234,5390,10/1/2020
Malaysia, Snickerdoodle ,2579,10316,3869,6448,4/1/2020
Malaysia, Snickerdoodle ,801,3204,1202,2003,7/1/2020
Malaysia, Sugar ,1397,4191,1746,2445,10/1/2020
Malaysia, Sugar ,662,1986,828,1159,6/1/2020
Malaysia, Sugar ,1916,5748,2395,3353,4/1/2020
Malaysia, Sugar ,1642,4926,2053,2874,8/1/2020
Malaysia, Sugar ,2689,8067,3361,4706,10/1/2020
Malaysia, Sugar ,1498,4494,1873,2622,6/1/2020
Malaysia, Sugar ,2747,8241,3434,4807,2/1/2020
Malaysia, Sugar ,877,2631,1096,1535,11/1/2020
Malaysia, Sugar ,521,1563,651,912,12/1/2020
Malaysia, Sugar ,341,1023,426,597,5/1/2020
Malaysia, Sugar ,641,1923,801,1122,7/1/2020
Malaysia, Sugar ,432,1296,540,756,9/1/2020
Malaysia, Sugar ,554,1662,693,970,1/1/2020
Malaysia, Sugar ,1233,3699,1541,2158,12/1/2020
Malaysia, Sugar ,2903,8709,3629,5080,3/1/2020
Malaysia, White Chocolate Macadamia Nut ,1493,8958,4106,4852,1/1/2020
Malaysia, White Chocolate Macadamia Nut ,362,2172,996,1177,5/1/2020
Malaysia, White Chocolate Macadamia Nut ,1084,6504,2981,3523,12/1/2020
Malaysia, White Chocolate Macadamia Nut ,2861,17166,7868,9298,1/1/2020
Malaysia, White Chocolate Macadamia Nut ,1498,8988,4120,4869,6/1/2020
Malaysia, White Chocolate Macadamia Nut ,1333,7998,3666,4332,11/1/2020
Malaysia, White Chocolate Macadamia Nut ,609,3654,1675,1979,8/1/2020
Malaysia, White Chocolate Macadamia Nut ,635,3810,1746,2064,12/1/2020
Malaysia, White Chocolate Macadamia Nut ,245,1470,674,796,5/1/2020
Malaysia, White Chocolate Macadamia Nut ,2110,12660,5803,6858,9/1/2020
Malaysia, White Chocolate Macadamia Nut ,2628,15768,7227,8541,4/1/2020
Malaysia, White Chocolate Macadamia Nut ,1395,8370,3836,4534,7/1/2020
Malaysia, White Chocolate Macadamia Nut ,905,5430,2489,2941,10/1/2020
Malaysia, White Chocolate Macadamia Nut ,604,3624,1661,1963,6/1/2020
Malaysia, White Chocolate Macadamia Nut ,410,2460,1128,1333,10/1/2020
Malaysia, White Chocolate Macadamia Nut ,1575,9450,4331,5119,2/1/2020
Malaysia, White Chocolate Macadamia Nut ,500,3000,1375,1625,3/1/2020
United States, Chocolate Chip ,1143,5715,2286,3429,10/1/2020
United States, Chocolate Chip ,1514,7570,3028,4542,2/1/2020
United States, Chocolate Chip ,4493,22465,8986,13479,4/1/2020
United States, Chocolate Chip ,727,3635,1454,2181,6/1/2020
United States, Chocolate Chip ,2905,14525,5810,8715,11/1/2020
United States, Chocolate Chip ,1142,5710,2284,3426,6/1/2020
United States, Chocolate Chip ,1370,6850,2740,4110,7/1/2020
United States, Chocolate Chip ,2918,14590,5836,8754,5/1/2020
United States, Chocolate Chip ,3450,17250,6900,10350,7/1/2020
United States, Chocolate Chip ,1056,5280,2112,3168,9/1/2020
United States, Chocolate Chip ,274,1370,548,822,12/1/2020
United States, Chocolate Chip ,2992,14960,5984,8976,3/1/2020
United States, Chocolate Chip ,2327,11635,4654,6981,5/1/2020
United States, Chocolate Chip ,991,4955,1982,2973,6/1/2020
United States, Chocolate Chip ,602,3010,1204,1806,6/1/2020
United States, Chocolate Chip ,861,4305,1722,2583,10/1/2020
United States, Chocolate Chip ,2663,13315,5326,7989,12/1/2020
United States, Chocolate Chip ,2198,10990,4396,6594,8/1/2020
United States, Chocolate Chip ,1153,5765,2306,3459,10/1/2020
United States, Chocolate Chip ,678,3390,1356,2034,8/1/2020
United States, Chocolate Chip ,3675,18375,7350,11025,4/1/2020
United States, Chocolate Chip ,2797,13985,5594,8391,12/1/2020
United States, Chocolate Chip ,973,4865,1946,2919,3/1/2020
United States, Chocolate Chip ,3495,17475,6990,10485,1/1/2020
United States, Chocolate Chip ,1439,7195,2878,4317,1/1/2020
United States, Chocolate Chip ,2641,13205,5282,7923,2/1/2020
United States, Chocolate Chip ,1767,8835,3534,5301,9/1/2020
United States, Chocolate Chip ,2914,14570,5828,8742,10/1/2020
United States, Chocolate Chip ,1177,5885,2354,3531,11/1/2020
United States, Chocolate Chip ,914,4570,1828,2742,12/1/2020
United States, Fortune Cookie ,615,615,123,492,12/1/2020
United States, Fortune Cookie ,2301,2301,460,1841,4/1/2020
United States, Fortune Cookie ,1142,1142,228,914,6/1/2020
United States, Fortune Cookie ,1566,1566,313,1253,10/1/2020
United States, Fortune Cookie ,3627,3627,725,2902,7/1/2020
United States, Fortune Cookie ,2723,2723,545,2178,11/1/2020
United States, Fortune Cookie ,1282,1282,256,1026,6/1/2020
United States, Fortune Cookie ,2797,2797,559,2238,12/1/2020
United States, Fortune Cookie ,2328,2328,466,1862,9/1/2020
United States, Fortune Cookie ,2313,2313,463,1850,5/1/2020
United States, Fortune Cookie ,677,677,135,542,3/1/2020
United States, Fortune Cookie ,983,983,197,786,1/1/2020
United States, Fortune Cookie ,1298,1298,260,1038,2/1/2020
United States, Oatmeal Raisin ,1953,9765,4297,5468,4/1/2020
United States, Oatmeal Raisin ,2141,10705,4710,5995,8/1/2020
United States, Oatmeal Raisin ,1143,5715,2515,3200,10/1/2020
United States, Oatmeal Raisin ,615,3075,1353,1722,12/1/2020
United States, Oatmeal Raisin ,1236,6180,2719,3461,11/1/2020
United States, Oatmeal Raisin ,1372,6860,3018,3842,12/1/2020
United States, Oatmeal Raisin ,1282,6410,2820,3590,6/1/2020
United States, Oatmeal Raisin ,2907,14535,6395,8140,6/1/2020
United States, Oatmeal Raisin ,2071,10355,4556,5799,9/1/2020
United States, Oatmeal Raisin ,579,2895,1274,1621,1/1/2020
United States, Oatmeal Raisin ,2993,14965,6585,8380,3/1/2020
United States, Oatmeal Raisin ,3200,16000,7040,8960,7/1/2020
United States, Oatmeal Raisin ,270,1350,594,756,2/1/2020
United States, Oatmeal Raisin ,2844,14220,6257,7963,5/1/2020
United States, Oatmeal Raisin ,2914,14570,6411,8159,10/1/2020
United States, Snickerdoodle ,1858,7432,2787,4645,2/1/2020
United States, Snickerdoodle ,2529,10116,3794,6323,7/1/2020
United States, Snickerdoodle ,1947,7788,2921,4868,9/1/2020
United States, Snickerdoodle ,274,1096,411,685,12/1/2020
United States, Snickerdoodle ,991,3964,1487,2478,6/1/2020
United States, Snickerdoodle ,570,2280,855,1425,12/1/2020
United States, Snickerdoodle ,1118,4472,1677,2795,1/1/2020
United States, Snickerdoodle ,2030,8120,3045,5075,11/1/2020
United States, Snickerdoodle ,1761,7044,2642,4403,3/1/2020
United States, Snickerdoodle ,3446,13784,5169,8615,4/1/2020
United States, Snickerdoodle ,2567,10268,3851,6418,6/1/2020
United States, Snickerdoodle ,1743,6972,2615,4358,5/1/2020
United States, Snickerdoodle ,1010,4040,1515,2525,10/1/2020
United States, Sugar ,727,2181,909,1272,6/1/2020
United States, Sugar ,2844,8532,3555,4977,2/1/2020
United States, Sugar ,2663,7989,3329,4660,12/1/2020
United States, Sugar ,570,1710,713,998,12/1/2020
United States, Sugar ,1153,3459,1441,2018,10/1/2020
United States, Sugar ,437,1311,546,765,7/1/2020
United States, Sugar ,1956,5868,2445,3423,1/1/2020
United States, Sugar ,1352,4056,1690,2366,4/1/2020
United States, Sugar ,1867,5601,2334,3267,9/1/2020
United States, Sugar ,2807,8421,3509,4912,8/1/2020
United States, Sugar ,1579,4737,1974,2763,3/1/2020
United States, Sugar ,986,2958,1233,1726,10/1/2020
United States, Sugar ,2387,7161,2984,4177,11/1/2020
United States, Sugar ,2567,7701,3209,4492,6/1/2020
United States, Sugar ,2541,7623,3176,4447,8/1/2020
United States, Sugar ,1010,3030,1263,1768,10/1/2020
United States, Sugar ,1806,5418,2258,3161,5/1/2020
United States, White Chocolate Macadamia Nut ,2821,16926,7758,9168,8/1/2020
United States, White Chocolate Macadamia Nut ,1566,9396,4307,5090,10/1/2020
United States, White Chocolate Macadamia Nut ,1465,8790,4029,4761,3/1/2020
United States, White Chocolate Macadamia Nut ,555,3330,1526,1804,1/1/2020
United States, White Chocolate Macadamia Nut ,602,3612,1656,1957,6/1/2020
United States, White Chocolate Macadamia Nut ,2832,16992,7788,9204,8/1/2020
United States, White Chocolate Macadamia Nut ,861,5166,2368,2798,10/1/2020
United States, White Chocolate Macadamia Nut ,2755,16530,7576,8954,2/1/2020
United States, White Chocolate Macadamia Nut ,547,3282,1504,1778,11/1/2020
United States, White Chocolate Macadamia Nut ,1372,8232,3773,4459,12/1/2020
United States, White Chocolate Macadamia Nut ,2907,17442,7994,9448,6/1/2020
United States, White Chocolate Macadamia Nut ,790,4740,2173,2568,5/1/2020
United States, White Chocolate Macadamia Nut ,1596,9576,4389,5187,9/1/2020
United States, White Chocolate Macadamia Nut ,986,5916,2712,3205,10/1/2020
United States, White Chocolate Macadamia Nut ,606,3636,1667,1970,4/1/2020
United States, White Chocolate Macadamia Nut ,2460,14760,6765,7995,7/1/2020
United States, White Chocolate Macadamia Nut ,914,5484,2514,2971,12/1/2020
